t,x,y,label
196.7865693325,31.1570975191,28.6000925749,1
196.8012887409,31.001799489,28.5916850546,1
197.538043121,30.9613780022,28.5764716815,1
197.5408240095,30.8451389021,28.5679590462,1
199.4852824224,30.4626226812,28.5646953072,1
199.633539309,30.4283483002,28.5507652082,1
199.6855525281,30.2840398883,28.536883705,1
199.9478145238,30.0486269946,28.5225311393,1
202.2825778215,30.0447736883,28.5171277202,1
203.905105891,29.7225769687,28.5161070704,1
205.9549782729,29.5359042769,28.5138973166,1
206.0994995668,29.3579429907,28.5075678966,1
206.3015771786,29.2021998133,28.506249842,1
208.3998526945,28.8435013445,28.4980766273,1
209.1219714278,28.7514476959,28.4866527766,1
209.5349794253,28.3255530032,28.4766799424,1
210.2730699849,28.1036658143,28.455047257,1
210.6044867551,28.0131343679,28.4531390975,1
212.286019504,27.9673272274,28.44331122,1
212.9789575395,27.7353247626,28.438647872,1
213.3968356242,27.5853347966,28.4221224729,1
214.0438380718,27.4568228771,28.4200786174,1
214.1059318836,27.3588397388,28.4062521224,1
214.1656814298,27.0888887435,28.3950137756,1
214.4040394702,26.9670852908,28.3723502542,1
216.7581895858,26.8219830072,28.363780937,1
218.7296121284,26.7166083492,28.3634849827,1
219.3264486431,25.8579103973,28.3522469573,1
219.3969819571,25.4269560899,28.3323160333,1
219.4431518659,25.2121255951,28.3246579246,1
220.6581544963,25.0261171242,28.3141563721,1
221.4114882334,24.840984313,28.2795295647,1
221.5916091395,24.765746809,28.2723411334,1
221.8852429606,24.4719916869,28.2719515098,1
222.8861518684,24.3402060164,28.2541688435,1
223.2415907417,24.2304922422,28.2352922485,1
223.4475971678,23.9585248473,28.2339237793,1
224.5160713536,23.9550788101,28.2254602182,1
225.0427921898,23.6063538755,28.2141670848,1
227.7878921249,23.494083675,28.2087175504,1
228.1354948753,23.3340657432,28.2083833979,1
228.4806401328,23.2294620299,28.1990101358,1
228.5344532423,22.6315678787,28.1934771829,1
228.7315152338,22.5434471052,28.1847441531,1
230.0814117597,21.4855449797,28.1832926104,1
230.8170498031,20.4251731033,28.1819199395,1
230.980325985,20.0396074559,28.1701466412,1
233.1632814376,19.9126890613,28.1321033295,1
235.292081505,19.7408126739,28.1314420909,1
235.8091039139,19.5768842634,28.1237196904,1
238.4838960999,18.9078915145,28.1203249696,1
239.2525393233,18.8427031971,28.115597026,1
239.3730208867,18.5368097988,28.10896767,1
239.6541464429,18.5193109435,28.0958642543,1
241.4088304074,18.1614424389,28.0952832386,1
241.8589919796,17.5928539157,28.091494412,1
242.6975234547,17.0656187661,28.0729904507,1
242.8487294423,16.7913285306,28.0582268641,1
243.4288221013,16.726645084,28.0568031184,1
243.5947203929,16.557023381,28.034284166,1
243.6353151821,16.5113806169,28.0333005283,1
243.9186284659,16.2105352216,28.0225297585,1
245.4781336335,16.102376308,28.0165534206,1
245.8739111302,16.0593955061,28.0157044012,1
247.5859142225,15.9585532574,28.0150873508,1
249.6156212134,15.3166819217,28.004916168,1
250.1731488809,14.8939239639,28.113047279,1
250.5964705716,14.7508456216,28.1784467552,1
254.1574982795,14.6671528737,28.3373333762,1
254.3395775207,14.5370820074,28.8060726785,1
254.5078628037,14.5332540587,28.8898005978,1
254.7484321525,14.4341451972,28.9347901235,1
254.8775061013,14.3475473899,28.9430397397,1
255.1134936012,14.268540948,29.2882780905,1
255.1809205847,14.2272523312,29.6012795494,1
255.3427352854,14.2070072501,29.7512550945,1
256.9783042282,14.1847807382,29.8070069601,1
257.1222486606,14.1372489979,30.1349160464,1
257.3868643735,13.9555919041,30.2019181982,1
257.4373484286,13.9204604139,30.476634754,1
257.4794757932,13.8410911599,30.5495684988,1
257.6423484668,13.7491552775,30.696638503,1
258.0834969493,13.7473610768,31.0311217008,1
259.0196201775,13.6423565799,31.2124117968,1
260.917991112,13.6369437423,31.2487122076,1
261.0941892148,13.5970516357,31.6300197003,1
261.1528332335,13.3861285704,31.782124851,1
263.1669579063,13.3006591174,31.9237861737,1
263.4365708282,13.205056915,32.2388309973,1
263.7527782506,13.0643795628,32.3567782182,1
264.5291459165,13.0497272434,32.5137449934,1
264.5392484084,12.9495137047,33.0843565208,1
265.3002352249,12.9268116722,33.2626020826,1
265.4419828293,12.8258570346,33.3095615777,1
265.6462336688,12.7890733215,33.5998222116,1
265.7090769767,12.5307490454,33.7866358101,1
265.8856169944,12.4425354047,34.2960834416,1
266.3236902557,12.4401829448,34.3338742454,1
266.4486553606,12.0739840797,34.6211530587,1
266.8333932704,12.0240883628,34.728412187,1
266.9099606348,11.9964929413,35.2104851178,1
267.0166818186,11.945875045,35.2979990915,1
269.3043584332,11.8287327414,35.3824735919,1
269.9301839984,11.6820125881,35.4210418356,1
270.9402279063,11.6720425072,35.4711382034,1
271.129459607,11.5881587441,35.8624563198,1
271.2390881454,11.5507897804,36.0079948605,1
271.2909490085,11.4824319665,36.3385127699,1
271.6492440711,11.0204367587,36.3891226736,1
271.9574334792,10.9522936847,36.4203041942,1
272.049658108,10.8045557232,36.5017530071,1
272.2123773276,10.7976351467,36.5154175306,1
272.8635464869,10.6428899016,36.5286944911,1
273.1223084668,10.608629132,36.5888389844,1
273.7555367553,10.5332046766,36.8967494217,1
274.1966950944,10.5149115654,36.9327694109,1
274.8423814642,10.4465672873,36.9593280229,1
275.6287198176,10.4010040618,37.1309762928,1
275.8029125261,10.3494072894,37.3009097017,1
278.1152245402,10.2120866181,37.4423825482,1
278.3103615645,10.1936121321,37.6731349249,1
278.346454503,10.1591067038,37.6799712489,1
278.7196214271,9.9697829933,37.9269876327,1
280.2115797857,9.930875354,37.9828348899,1
281.2313174365,9.8407171667,38.0028604761,1
281.3588571916,9.7656208804,38.0867151274,1
281.6008302348,9.6527521915,38.1111505754,1
281.8401226876,9.5371231999,38.6458220769,1
282.2419458849,9.4685550471,38.6560503635,1
282.9048038454,9.24161137,38.6890475418,1
282.9966739556,9.2226804693,38.7568729863,1
283.1251112094,9.1488944707,38.9501442411,1
283.4821077121,8.9869761691,39.0661217938,1
283.8899369014,8.957456964,39.1509251604,1
284.0107027382,8.9430461074,39.1860131322,1
284.4477215081,8.8919864055,39.3677114055,1
284.4497953774,8.8312509628,39.4075092939,1
285.399571979,8.5962353827,39.4280298268,1
285.4394759294,8.4856428455,39.440451846,1
285.4804339533,8.3268473225,39.613076096,1
285.7522941002,8.2402202596,39.784439501,1
286.8866241194,8.153897071,40.1415982986,1
287.6706424463,8.0513843375,40.1603458814,1
288.1924651446,7.9436376705,40.2160471541,1
288.3311725271,7.6585534039,40.3725449384,1
290.0596817292,7.6342736939,40.4974487145,1
290.2424810173,7.6311685444,40.6285636797,1
290.6073040476,7.4813115753,40.7443412175,1
291.0987055697,7.4523211486,40.8679951603,1
291.1295266425,7.444015353,41.0948683986,1
292.7260713873,7.2453298448,41.8655742279,1
292.9836177691,7.0957836986,42.180416537,1
293.0000162579,6.837292078,42.3079551894,1
293.5494526224,6.3410633778,42.3431842293,1
294.3580434208,6.3400270914,42.8115943182,1
295.2352418457,6.1903676407,43.0967799414,1
295.4148926852,5.9171577949,43.2448006956,1
296.6409857535,5.8439406966,43.3798746069,1
296.694919154,5.7752253032,43.6231273486,1
297.257812994,5.7253116176,43.7776343505,1
297.962341281,5.6446062727,44.0147489945,1
298.0957581035,5.4617741647,44.0630408494,1
299.0115803965,5.3137702854,44.503375895,1
299.0827591057,5.1976190518,44.5640761923,1
299.0837746084,5.0705147912,44.5888767678,1
299.608549776,5.0240919037,44.7419238773,1
