t,x,y,label
102.0050623438,52.9635601506,32.5930112158,3
103.9018143171,52.847752758,32.5872411398,3
104.021409704,52.4554828133,32.5586746487,3
104.9761497092,52.3860514144,32.530237482,3
105.0020780887,51.9538388573,32.5029408194,3
105.2993887166,51.4311921841,32.4986570635,3
107.2654306708,51.2782613339,32.4495490231,3
107.6136384766,51.2505173394,32.4231597614,3
107.8452432943,50.5775066755,32.3784138437,3
110.155043505,50.509152697,32.3549867471,3
110.3619225405,49.4368307541,32.3405682634,3
111.7827220777,49.3427403589,32.3169883838,3
112.3078409708,49.314695736,32.2018252547,3
112.3367731752,49.2947225648,32.1275853385,3
112.9676558919,49.0533285291,32.1185187309,3
113.0122048956,48.7463607252,32.1177770366,3
113.7710117261,48.7270710146,32.1095558217,3
115.2907844019,48.40945431,32.0943738774,3
115.6376593921,48.309601774,32.0392666764,3
119.6593261463,47.986520796,32.0175104925,3
119.706672777,47.9310251745,31.8863121195,3
120.0383044306,47.8218954555,31.8765812021,3
121.1684199629,47.2084384161,31.8428867257,3
121.3487649068,47.1274882748,31.7932102867,3
121.611438862,47.0123671974,31.7550802361,3
121.9309345765,46.7231295845,31.7470594405,3
124.5354607894,46.4681648975,31.7454136073,3
125.1473304169,46.189223105,31.6505084214,3
128.0278418149,46.0627826639,31.5503239979,3
128.3483431384,46.049283468,31.2879451478,3
132.0976985269,45.8711747667,31.0993395454,3
132.5549747517,45.8291068435,31.0596080029,3
132.9743616685,45.2381773877,31.0346209074,3
133.2623006394,45.0140958113,31.0110824632,3
133.4749438591,45.0324436716,31.0493710068,3
135.9238682771,45.0798431567,31.2113414497,3
136.0191505561,45.0915194231,31.2213524597,3
137.8890929714,45.2332433419,31.2501200281,3
138.7456954286,45.2627911525,31.2946566299,3
138.7977400164,45.3039427566,31.3201953455,3
138.8667147578,45.3654704824,31.4907097368,3
138.9819651577,45.379220319,31.6633031742,3
140.9708955262,45.4246754074,31.7051406992,3
141.2287510735,45.4261739556,31.7107167507,3
143.0840107222,45.4440907281,31.7338827854,3
143.4251174344,45.4442366613,31.7718031566,3
144.6240568368,45.4733815626,31.9167194158,3
147.366494236,45.548364378,31.9702970666,3
148.3164254289,45.5614890201,32.0156490301,3
148.8173102863,45.5805599627,32.0267963076,3
150.3215242995,45.5953131541,32.0374530021,3
151.1060864728,45.6375279414,32.2491344633,3
151.1517673791,45.6422053731,32.2620486842,3
151.2027555122,45.6479821998,32.2648804736,3
153.3231152872,45.6518756829,32.302891449,3
154.0262243498,45.6617453955,32.4855577963,3
155.130874032,45.6690923376,32.5179094649,3
156.3006050352,45.7086952631,32.5280457756,3
156.5191438394,45.7328003351,32.6110639383,3
157.810283669,45.7436728941,32.7253347299,3
157.9383244799,45.7691394844,32.7895357754,3
159.1768992406,45.7713531622,32.7940724531,3
160.30547187,45.8166761819,32.7999286798,3
162.3915023949,45.8391701907,32.8328302312,3
162.8083937652,45.8587641601,32.8632796403,3
163.6948792021,45.919417282,32.9343052621,3
167.2545395687,46.0021650871,33.0651880709,3
167.3894822845,46.0829704919,33.2956263891,3
167.5648674163,46.1267847694,33.4106615638,3
167.8901258276,46.1326011193,33.4631781502,3
168.4088114809,46.1905673665,33.5520584201,3
168.6720659434,46.2785643115,33.6318491033,3
168.9426810357,46.3281276932,33.656493491,3
169.0610436992,46.3552322771,33.7543029151,3
169.7416069666,46.3922797108,33.7903120616,3
171.4272772887,46.4816549023,33.8772261057,3
172.2666273892,46.5203325102,34.0734795853,3
173.7853696422,46.5302720677,34.1279952099,3
174.4657170964,46.7215356594,34.1581796139,3
174.7242432098,46.7610385417,34.249554168,3
176.5748705138,46.8113093115,34.2554384462,3
178.7628803318,47.1495326467,34.2767525032,3
178.9577958499,47.1653026757,34.2846310871,3
180.899347777,47.4441804845,34.3894811481,3
180.929506978,47.4589540609,34.5154003907,3
182.5743287849,47.4748130757,34.6216031065,3
183.9952320974,47.7048608881,34.8246423463,3
186.4535529969,47.7485450848,34.9351859226,3
186.5415449154,47.8665291004,34.9653181015,3
186.9659296754,47.9162545785,35.0640865665,3
188.6552293202,48.0047133261,35.1325093861,3
189.3469214761,48.0764627748,35.1429732161,3
190.3248440625,48.2597917981,35.2725923908,3
191.7305145558,48.3672667356,35.4419462168,3
193.0766291569,48.3968615359,35.7501991792,3
193.958508429,48.4044138598,35.8273791136,3
195.844805245,48.4229413157,35.9100217563,3
196.0349074845,48.864505261,35.9475327041,3
197.5170762509,48.9325527861,36.0769887446,3
198.9529603137,48.9716859546,36.5042888489,3
202.4753993377,49.421534659,36.7023603317,3
204.4673689014,49.5360056629,36.8493484161,3
207.2928814261,49.5833736953,36.9473394985,3
208.1311662796,49.6749280673,37.174683455,3
208.7074620488,49.9000310842,37.1771003392,3
210.5967373359,50.1159181376,37.2697150052,3
211.1666766208,50.1691365692,37.2919963623,3
212.6870506971,50.1983073339,37.3678585937,3
214.2605052407,50.2407992344,37.4133694443,3
214.3377454572,50.3171261699,37.4925804253,3
215.5152531913,50.7040054509,37.6723844017,3
215.6195917855,50.8830722104,37.8907149753,3
216.0263977032,50.9155724357,37.9661143774,3
216.7617751659,50.9932774138,38.1148567296,3
220.7852739426,51.1422550155,38.1551169721,3
222.1161938756,51.1504348713,38.2703810997,3
222.3485920793,51.2267054684,38.5161980432,3
222.6325288558,51.3325784077,38.5621179341,3
222.878325042,51.3757179344,38.6623470513,3
223.3486561459,51.4883606531,38.867094684,3
223.7230503237,51.805867088,38.8729229244,3
223.9150493843,52.0425732454,38.8830996159,3
224.6144088961,52.0672350945,39.3132381069,3
225.3191726366,52.1576915945,39.5271779515,3
227.2862069516,52.5106589683,39.7163451374,3
228.0270250308,52.6234143754,39.7799757005,3
228.3862354788,52.7477782775,39.792951935,3
229.009980864,52.8058828163,39.9062266933,3
230.3002918994,52.8607176183,39.9767220278,3
230.9572742174,52.8929049356,40.0348843093,3
231.343770027,52.9963796966,40.039887962,3
231.7808603699,53.0809324807,40.2094375303,3
232.2753919971,53.2050205365,40.5703781361,3
233.4301844008,53.2651906217,40.5831253311,3
234.4337664895,53.3390270639,40.7168845822,3
235.2031372589,53.3695844267,40.8647416363,3
235.6074962228,53.3904266865,41.197347306,3
236.5524407486,53.580754743,41.8748921888,3
236.7514313171,53.7228666131,42.0215435559,3
238.5178300803,53.7614275996,42.0878103445,3
238.6944240153,53.8682264431,42.1706928569,3
242.5512243182,53.9546121123,42.2935964303,3
243.9890126491,53.9884897242,42.5530393661,3
244.0854401296,54.0099656126,42.5679228586,3
245.5826253672,54.1643149926,42.5718554981,3
246.1476107937,54.3130852675,42.621389402,3
246.2884497677,54.365253237,42.6286362193,3
246.9146397569,54.6111630412,42.9156505787,3
248.3771201833,54.6374632933,42.9266732116,3
249.3523889775,54.9535595414,42.9797780235,3
250.5950832141,56.6241924429,43.010504689,3
251.1477794722,56.8672614265,43.0123257816,3
251.4779081419,57.2866723869,43.0125314036,3
251.5457642242,57.5858657051,43.0180174406,3
252.2433136992,58.4513361145,43.038459184,3
252.3577075724,58.7543882153,43.0765340943,3
254.3348721263,58.8137565307,43.0770787663,3
257.0073036764,58.9773592127,43.0790661924,3
257.1150982067,59.5031007011,43.1033700777,3
257.3953511081,59.9183825895,43.1314378015,3
257.4518581885,60.2556429645,43.1548089885,3
260.7621463437,60.7045709306,43.1815082519,3
261.1008766152,60.7408406553,43.2756171728,3
261.2578226197,60.7497048986,43.3717605081,3
262.4204578473,60.8125803215,43.4020709937,3
266.2559539973,61.0534706702,43.4369613487,3
266.5522411383,61.3195106198,43.4885026688,3
266.5922905828,61.4496738488,43.5019505348,3
267.4489345579,61.7438066297,43.6294804583,3
268.107506765,62.2727987283,43.6503066821,3
268.8213336211,62.5053429733,43.655394127,3
270.8015687162,62.6674245336,43.6565526376,3
273.3527587288,62.681140778,43.6715023665,3
274.8988666201,62.9281709301,43.6992084889,3
275.4266935371,63.5765491795,43.7154372409,3
276.0963870703,64.0585481375,43.7201268896,3
276.288374835,64.1812035339,43.7532625204,3
277.4016700653,65.2094982452,43.7666714559,3
277.5920296938,65.3473089158,43.7861855286,3
280.2769775412,66.0828513623,43.8157964166,3
281.3812452839,66.135928671,43.8206120388,3
283.5207247909,66.4369395237,43.8216733397,3
284.0003759798,66.6086790674,43.8309603994,3
284.7124752014,66.9635312894,43.8317285238,3
284.7796594797,67.1473456028,43.8333555219,3
284.9184519319,67.2313368628,43.9027411508,3
285.3275886108,67.4810028211,43.9137099047,3
285.6304324504,67.8360157909,43.9261742435,3
285.8466728983,68.016548096,43.9354947012,3
287.0086057722,68.1085756042,43.940555346,3
287.6494055261,68.2761201424,43.9582745788,3
287.8385626166,68.3971476382,43.977741229,3
288.3937190165,68.6344985904,43.9972400134,3
288.7638328867,68.7124749385,44.0062898889,3
290.1184610658,68.7734861516,44.0289896942,3
293.4299238522,69.204764202,44.0809362878,3
293.6070694458,69.2613479674,44.1162112467,3
295.1553406957,69.5017399984,44.1950177113,3
299.3030581868,69.5654275623,44.2174507914,3
299.7940554006,69.6595343472,44.2559559918,3
