t,x,y,label
104.7179782467,55.4314549624,36.8016650836,2
105.58549832,55.0796098167,36.5202524312,2
106.7549415207,54.9546350184,36.3211583898,2
108.0682067804,54.7470818289,36.1623376233,2
109.663462884,54.7212059932,35.9550246862,2
109.9011002505,54.6527657365,35.6015611999,2
110.8390366614,54.5735234998,35.5311404198,2
111.045464186,54.4243513887,35.0074544958,2
112.3030889356,54.2831259216,34.5954128242,2
112.3788711211,54.1623144081,34.4879781361,2
112.4282535568,54.0714735313,33.8321788439,2
114.6201504918,53.8494394472,33.405975081,2
115.1856167866,53.8386231085,33.0376172074,2
116.5365853382,53.7046342697,31.499852683,2
116.8491460357,53.5568809238,31.3354465945,2
118.2376481078,53.4904501,30.9763005496,2
118.8091298983,53.4500729892,30.0525731458,2
119.7508810213,53.4165111682,30.0194307997,2
122.9746465016,53.3820767461,28.7837141996,2
123.174151788,53.3201215382,27.4101760547,2
125.008957971,52.8219991741,25.9984403071,2
125.0288531462,52.7546441585,25.97978097,2
125.5474601369,52.7466993308,25.917471911,2
125.990136438,52.697360453,25.8927109753,2
126.113754522,52.6220183009,25.8153514275,2
126.1603157541,52.5273090159,25.7835269276,2
126.3450078733,52.5000274599,25.7702393412,2
126.3720446014,52.4168163963,25.6570792606,2
126.6230998978,52.3182585051,25.6497865068,2
126.7552257136,52.2936473603,25.497110043,2
126.8264703824,52.1950040127,25.4952914588,2
126.8270676301,52.0268269977,25.4244009914,2
126.8875667072,52.0100363619,25.3971699156,2
127.1758804308,51.7558458965,25.3895327613,2
128.1822676203,51.7534020187,25.3889963369,2
128.4026750685,51.6632456661,25.3122139118,2
128.5044884533,51.6120349814,25.2396911501,2
128.5627204175,51.6014575959,25.2214184597,2
128.6225717579,51.5486647612,25.1816183691,2
128.6477856419,51.5390795613,25.1508468747,2
128.6607254861,51.4713588448,25.1379533835,2
128.7407480721,51.4476344466,25.1132986031,2
128.8611414371,51.3715117325,25.1061731072,2
128.9561461882,51.3577795542,25.0743901628,2
129.2507164077,51.3524024051,24.9942134613,2
129.3875916713,51.1281854963,24.9898554922,2
129.4013065066,50.9480388426,24.9643728287,2
129.4165689209,50.9393293592,24.9554351578,2
129.4451148605,50.9389654123,24.9358134321,2
129.5914035604,50.9345070127,24.9279637865,2
129.7129848719,50.8915306919,24.9127840218,2
129.8561189944,50.8608373769,24.9077191269,2
129.9315775061,50.7970019339,24.8928735719,2
129.9657215742,50.7562440242,24.8778665239,2
129.9662109567,50.7137033393,24.8442599407,2
129.9882638237,50.71161525,24.8239144646,2
130.0600543138,50.7073522814,24.8219044394,2
130.0732449035,50.631399361,24.8201997285,2
130.3797155109,50.6062571586,24.8179656611,2
130.9953715802,50.5314379441,24.8131309723,2
131.1793513522,50.4456842071,24.7970185057,2
131.3016065626,50.4328372132,24.7361447987,2
131.4764107245,50.3537037827,24.6987365457,2
131.4788210354,50.2554795811,24.6803507557,2
131.5863655534,50.0053188279,24.6489065958,2
131.6973434022,49.9905851214,24.6402544814,2
132.0442559219,49.941305511,24.6101549972,2
132.1376655153,49.7854202539,24.6084354865,2
132.1809348291,49.7779083346,24.5185686312,2
132.4525449463,49.7534419455,24.4672665466,2
132.7008838403,49.7001771783,24.3266906717,2
132.7932464124,49.6968476746,24.2593932669,2
133.1579596693,49.6879884767,24.2523092719,2
133.1758297329,49.6295560729,24.2501572779,2
133.2594759564,49.6076208456,24.2043516557,2
133.342494364,49.583257592,24.2018988337,2
133.4150342881,49.4905081173,24.1155923817,2
133.4800688605,49.4771257418,24.10539675,2
133.5460847767,49.4530996843,24.082147405,2
133.6912769022,49.3148566007,24.0796080158,2
133.7290756647,49.2919689704,24.0717107533,2
134.0345372179,49.0703800446,24.0671126415,2
134.2471044199,49.0601160644,24.0524774615,2
134.2756670342,49.0376827241,24.0455925009,2
134.3052257157,49.0235996197,24.031574143,2
134.3300128081,48.9019311519,24.0272182622,2
134.4800086519,48.815369403,23.9625391179,2
134.5029221034,48.7002386013,23.9533200526,2
135.1452015416,48.6887532508,23.8646705338,2
135.1930344223,48.5216227008,23.8626888131,2
135.3229531113,48.4839084377,23.8417283445,2
135.4750003688,48.4528759711,23.8310196179,2
135.5034813219,48.3554620201,23.7861891212,2
136.1464252016,48.3511282662,23.7647614796,2
136.2273926348,48.2638119769,23.7179909079,2
136.4231388386,48.1424639904,23.6583311614,2
136.4237948577,48.0396980716,23.607544742,2
136.5578179485,48.0252064472,23.5973757885,2
136.6547544431,47.9158965853,23.5856967145,2
136.6729816647,47.8799837299,23.5245121269,2
136.768535929,47.603745343,23.513085985,2
136.832516127,47.53767067,23.4982132602,2
136.859467219,47.527818433,23.4883021446,2
136.922654563,47.4584433174,23.4705239968,2
137.0652289244,47.4481139922,23.4041229626,2
137.2069336346,47.4439276916,23.3824080423,2
137.2810820397,47.4343606819,23.2935942577,2
137.3201857821,47.3550118188,23.2756680314,2
137.3892213424,47.1685252117,23.2450466337,2
137.4759775539,46.9442705408,23.2179365596,2
137.5181931304,46.8629611802,23.2047978616,2
137.7720895379,46.8192014429,23.1997838795,2
137.7978067284,46.7875203392,23.1977130477,2
137.8395810615,46.766609572,23.1830871725,2
138.1973738957,46.7458279205,23.1683016025,2
138.2974708908,46.719863881,23.149276629,2
138.3350621086,46.6581792468,23.109526728,2
138.4656600249,46.6496888184,23.0915496939,2
138.5052676992,46.6352567845,23.0912630071,2
138.5242816744,46.6298350108,23.0728589176,2
138.7122345751,46.5230664159,23.0228021981,2
139.1042647782,46.4624690242,22.9387558597,2
139.1308268005,46.3754324693,22.9280559543,2
139.1820750333,46.3492391444,22.9082821782,2
139.3797742044,46.2185468619,22.8604738691,2
139.4056770545,46.2131189726,22.8489170122,2
139.5015505874,46.0558782253,22.847761107,2
139.6597374838,46.0511996017,22.7926353993,2
139.7215057871,46.0080016025,22.7001526988,2
139.8377193626,45.9905564046,22.5937178874,2
139.9500352353,45.9809251898,22.5821448168,2
140.1654244958,45.9377234942,22.5555453676,2
140.2017715437,45.7999198454,22.523632386,2
140.2275496484,45.7835914689,22.5164135602,2
140.2666720297,45.6172669524,22.4612759419,2
140.28556387,45.6072096628,22.4310711644,2
140.3303187473,45.6065668062,22.3983721023,2
140.3791849314,45.5942614872,22.3887092128,2
140.3988104529,45.5507003271,22.374822005,2
140.4362385695,45.513320367,22.3399798225,2
140.653979339,45.4480690528,22.2625851484,2
140.6999724198,45.2735257953,22.2357783707,2
140.9415177143,45.2003887467,22.1992789365,2
141.1335318233,45.1855421469,22.1679658385,2
141.1619868626,45.1091094424,22.1431549026,2
141.1835743073,45.0884896685,22.1424640562,2
141.2108266769,45.0044202848,22.1366115837,2
141.4033356327,44.9399209125,22.1325831166,2
141.4227196483,44.9255170455,22.1190240357,2
141.57177315,44.9172323422,22.1077045803,2
141.5982100003,44.8570095286,22.067065069,2
141.6105307557,44.8544188168,22.023640908,2
141.6112795221,44.8059072492,22.0134901816,2
141.7094913759,44.8057746351,22.005543876,2
141.7404903246,44.583006788,21.9340493131,2
141.9984303909,44.492675145,21.9332843184,2
142.0380847717,44.2168739364,21.9245354952,2
142.2520231666,44.2153650702,21.9169992291,2
142.3222270368,44.1870076233,21.85562234,2
142.4157294966,44.0263518197,21.8451648587,2
142.4441392118,43.9983078736,21.8194987303,2
142.7719599674,43.9945783483,21.8028730032,2
142.947057165,43.9692081538,21.7638626091,2
142.9779192003,43.8775984282,21.7388910134,2
143.0301517294,43.8508668657,21.7289142107,2
143.0519983792,43.7417363189,21.7256810734,2
143.0854391988,43.6955536432,21.7256340821,2
143.098174982,43.6748752984,21.7004158585,2
143.2213458059,43.5908552721,21.698214882,2
143.3057995611,43.5799779848,21.6742062055,2
143.4282174016,43.5542850903,21.6181519256,2
143.8008144651,43.4906040643,21.5152773863,2
143.8893352562,43.4510880138,21.4627898049,2
144.2494651374,43.4496298,21.4531633673,2
145.0843893823,43.2687577304,21.4287464334,2
145.2171159003,43.2225960656,21.4216494943,2
145.2527832049,43.2076781139,21.3047799034,2
145.4440247145,43.0551563096,21.3042403566,2
145.5625937285,43.0181680899,21.2865411473,2
145.5974987189,42.9297629119,21.2769103969,2
145.7050204155,42.8596466627,21.1949630996,2
145.7460206596,42.8128106502,21.1693476249,2
145.8249933885,42.6034830966,21.1049014917,2
145.9536860491,42.5598697099,21.0926433343,2
145.9627041257,42.5409468329,21.0789998859,2
145.9723985826,42.5394237776,21.0757482829,2
146.161103267,42.3970469028,21.0603849027,2
146.397468797,42.383886701,20.9897296809,2
146.4294288365,42.3504353465,20.9569433808,2
146.4544408404,42.3203254087,20.9524806747,2
147.016881832,42.2343835814,20.9267839201,2
147.032039966,42.0945912545,20.9076299036,2
147.2458128253,42.0046636731,20.9044986475,2
147.3136381819,41.9837236756,20.8815362867,2
147.36575859,41.7342510575,20.8338297081,2
147.3794501486,41.5895127328,20.7839514266,2
147.4014826674,41.3897707576,20.7245576285,2
147.4818582231,41.1257109645,20.7214499912,2
147.5615786767,41.0336948463,20.6991350809,2
147.5781161069,40.9741814909,20.6421842226,2
147.6284990998,40.9519455733,20.6374222933,2
148.0758660605,40.8675580384,20.6187774421,2
148.2529997986,40.8501407373,20.6103055191,2
148.6269730895,40.7699640526,20.6048659744,2
148.684724638,40.6806460152,20.5936153052,2
148.8000723759,40.6026811443,20.585274957,2
148.8017110767,40.5091045066,20.5239690403,2
148.9060583255,40.3862670277,20.5170504973,2
148.9392740392,40.3690003972,20.4664357086,2
149.0084279691,40.3566030277,20.4577053664,2
149.1213819119,40.3136022364,20.4462487325,2
149.1845086705,40.2824920731,20.4066552238,2
149.3039185366,40.244926243,20.3986008053,2
149.4286590298,40.2368212398,20.3184483239,2
149.6031546281,40.1981679066,20.2581138764,2
149.6277037552,40.1763621307,20.2256232865,2
149.6733329216,40.1044524413,20.2097852645,2
149.7005718753,40.0382354651,20.1769366488,2
149.7780357998,40.0318957925,20.1258462388,2
149.9585748588,40.0223472112,20.0225492906,2
150.1193168437,39.7746196101,20.0466774953,2
153.1657673687,39.7580565794,20.1193161168,2
154.0964129013,39.733618949,20.1988415519,2
154.1646985468,39.4295609812,20.5431481157,2
154.8401299917,39.3866818437,20.6319431131,2
154.8451862231,39.3413024319,20.7031446241,2
155.9722760365,38.9937690696,20.7434546391,2
156.1700971212,38.8829797779,20.8567470518,2
157.4165731445,38.3372403326,21.0707687044,2
158.6130655474,37.7367958336,21.0800804584,2
158.6493958243,37.7041625825,21.2161669601,2
158.6977645669,37.3810070783,21.4940445563,2
159.0440763158,37.3048168056,21.6613493758,2
159.269933159,37.1531125915,21.8613502123,2
159.3583108777,36.4509639661,21.8865832704,2
160.5763713626,36.1798203014,21.9940482264,2
160.8121654625,35.6749247943,22.0097782296,2
161.5828588477,35.6199917498,22.1084990411,2
163.2957275475,34.4042399213,22.1758820392,2
166.1729797501,34.0550402912,22.3062845921,2
166.2173427791,33.1917493262,22.3485786794,2
166.9261757824,33.1289713258,22.362651224,2
167.1616456894,32.876361473,22.3946471505,2
167.8282043589,32.7120300011,22.4046045644,2
169.9234097926,32.1950002104,22.508110074,2
171.9007121661,31.9869016664,22.5499503056,2
172.165093448,31.7980270428,22.6054186223,2
173.0586136045,30.7898766955,22.7334165783,2
173.3934122298,30.5467019509,22.7927233911,2
174.4968510371,30.5084678675,22.8492776555,2
175.9231321233,30.2811169181,22.8570014003,2
175.9571652561,29.9151278991,22.9667786731,2
176.2983813496,29.5856667257,22.9894938456,2
179.3363198989,29.226406924,23.014994482,2
179.6763533447,29.221423619,23.0696450772,2
181.2425944759,28.9103455024,23.1028269799,2
182.2435923601,28.09522221,23.2514754906,2
182.605094758,27.8308653997,23.2648086865,2
184.3552809549,27.5499060828,23.3220636845,2
187.8361512673,27.3258208616,23.3650101069,2
188.5533772726,26.8348428947,23.4053660182,2
189.3058760421,26.1448287593,23.480084763,2
190.9845113005,25.9563290359,23.4823444324,2
191.477649491,25.898534124,23.5255300468,2
192.0210594827,25.7663178628,23.6628410242,2
195.1075804053,25.732710239,23.8480416941,2
196.5193692439,25.6996735334,23.8883417726,2
196.5272363227,24.7486062422,23.929378103,2
197.656612647,23.7298512131,24.0914302988,2
198.7985723172,23.1274596825,24.1434608385,2
200.2146677262,22.8402794741,24.3282218062,2
200.6704728413,22.8103817638,24.3790326274,2
200.754749537,22.7064483328,24.3800859693,2
200.9172810826,22.7041955963,24.4937017412,2
201.1611917885,22.4933856554,24.4981293419,2
201.1904832905,22.4373138879,24.5500865315,2
201.5555095447,22.4297387483,24.5798263523,2
201.7015011098,22.3870175987,24.6882278336,2
202.5810982812,22.3082821021,24.7107952731,2
204.1843814069,22.2776583207,24.8593282504,2
204.710901506,22.1993539454,25.374646582,2
205.7341234398,22.0703729695,25.4389707656,2
206.1448909557,21.9721177943,25.585631108,2
206.2516692962,21.8955837787,25.6184691147,2
206.290264951,21.8442844742,25.6300458451,2
206.7184274353,21.5430054436,25.7295218447,2
207.3342515813,21.4873945983,25.7596715065,2
207.3558706474,21.4785133156,25.8270949381,2
209.3829286985,21.3565523589,26.2450037407,2
209.9753940657,20.9124196411,26.5382042812,2
210.5861149056,20.5869146865,26.5548524593,2
211.080807056,20.1918910711,26.6601879536,2
211.3275276625,20.1815539267,26.8696510977,2
211.7403639861,20.1537685432,27.0530001235,2
211.8793406584,20.1398213415,27.3178203716,2
213.1219483062,19.9947213223,27.4333056406,2
213.8057926639,19.9265469723,27.4772040171,2
214.8077256847,19.8690315167,27.5897554801,2
214.9555899959,19.8454099725,27.7054736052,2
215.7304028162,19.8341115349,27.8122469951,2
215.8682381618,19.8004312477,28.0794159021,2
216.0699023115,19.6993767128,28.092566038,2
216.5998631342,19.6860800228,28.2404307682,2
218.3152055507,19.6616967379,28.3833170837,2
219.5037837088,19.6391987332,28.4345904286,2
221.5883105471,19.5188384808,28.4884998274,2
222.7863862044,19.4579137474,28.5470204603,2
222.8849376481,19.240324619,28.6228035587,2
222.9545048038,19.1270114858,28.693815004,2
223.6466226396,19.064815492,28.8126436289,2
225.9722702786,19.0392930626,28.9815534102,2
226.6675927419,18.9506640659,29.1479924848,2
227.1747319732,18.9491413276,29.3366673613,2
227.1818355004,18.7897480849,29.3779550597,2
227.4183760445,18.7530924731,29.4204007654,2
227.7505619495,18.4624064523,29.5988228708,2
228.4854398074,18.406267979,29.6539840641,2
228.5720191382,18.3520043041,29.7017091093,2
229.8009748057,18.2729677713,29.7515698086,2
230.3067367404,18.2571747526,29.8411519673,2
231.2018698774,18.1981345331,29.8483736921,2
233.0369255059,18.029230033,29.9253118512,2
233.9765114392,17.9746110313,29.9861690382,2
234.3361482954,17.9725159845,30.0439529371,2
234.4272461403,17.9284620249,30.0919534255,2
235.3843369724,17.9089312863,30.2095036154,2
235.8613104317,17.8983540414,30.3207372478,2
236.3023196724,17.8552671234,30.3803123558,2
237.0339644246,17.8415580958,30.6165527783,2
237.0980655404,17.7816623873,30.6441610283,2
237.3069177588,17.5881579157,30.851310806,2
237.5996075453,17.4863113225,30.8885299756,2
238.1923306071,17.267853152,30.8982064396,2
238.4729542191,17.1618071266,30.965853609,2
238.5557493078,17.0105686088,30.9749394323,2
238.7536082014,16.9836332556,31.0834747464,2
238.9063992369,16.615948674,31.1983157764,2
239.0810544133,16.5861233886,31.336740639,2
239.8950690249,16.3969604628,31.3489358408,2
239.937779905,16.3186859335,31.4279548594,2
240.0908541954,16.2583471203,31.4655827014,2
240.421968573,16.2249929107,31.4733464373,2
240.5577473136,16.1920530329,31.4901740162,2
240.8544399772,16.1851637224,31.625912309,2
240.8873737276,16.0367639443,31.7708056052,2
242.338263018,15.9171869817,31.8702259747,2
242.5513106742,15.8188660678,32.0537548785,2
243.4391094648,15.7710708923,32.1222549829,2
243.4810198664,15.75341291,32.515024642,2
243.6602866972,15.6335451295,32.6006611751,2
244.5386677397,15.597118378,32.6195665411,2
244.7374874232,15.5834147658,32.7627961457,2
244.9163809929,15.5147968915,32.9732752183,2
245.0655831837,15.3749237427,33.0341149694,2
246.2602712069,15.3426963751,33.1086298155,2
247.2451996329,15.2568025623,33.1953412854,2
247.6628225678,15.2312978782,33.240289407,2
247.9933617338,15.1649102876,33.252569525,2
248.8356396235,15.1038328494,33.2859021011,2
248.8713982167,15.0187476456,33.2976053705,2
249.1032671744,14.5135699964,33.3888125812,2
249.2339493507,14.4127713346,33.6853681535,2
249.3129858209,14.3249705415,33.7924863315,2
249.8422573891,14.3223566354,33.8914059653,2
250.2329776761,14.2430329344,33.9046428965,2
250.4383727047,13.962071059,34.0460500081,2
250.5409695108,13.9504869336,34.0634474039,2
250.9184816107,13.8322083746,34.3130908867,2
251.2128524712,13.8086418567,34.3205970575,2
251.7124129438,13.766287568,34.3362352103,2
252.191305959,13.5858435872,34.388705509,2
252.4309905454,13.495486414,34.4227541656,2
252.6347487764,13.4219454859,34.4491534421,2
253.1800205406,13.4099200994,34.4685922254,2
253.35513363,13.3530237966,34.6120348635,2
253.9635316383,13.1836115184,34.6519517984,2
254.001344601,12.9830993371,34.8762773236,2
254.2824303632,12.8998500417,34.9933379185,2
254.4835828847,12.7813460726,35.0909676018,2
254.9241066331,12.7757733797,35.189305778,2
257.4459670852,12.7545504439,35.6707761989,2
258.1155309244,12.7268047733,35.8226160312,2
258.5716793671,12.6629505745,35.824645873,2
258.751172131,12.6303579758,35.8766570433,2
259.6988087253,12.6086534703,35.914921398,2
260.4916001184,12.5387521183,36.0190592466,2
260.5899309711,12.5133897398,36.0699737668,2
261.6775865897,12.4521283715,36.0897425477,2
261.8324355934,12.300184764,36.1827808595,2
261.8661466202,12.1988842707,36.3177889077,2
262.0103319336,12.121605939,36.3403100464,2
262.2756921073,12.0840203642,36.3406414389,2
262.7152215491,12.0600470199,36.3957566466,2
262.7771945928,12.0167605155,36.5341257069,2
262.9833840289,12.003682774,36.5902093634,2
264.0775745403,11.8056755756,36.6727629458,2
264.5414026937,11.7816630197,36.8631628134,2
264.8632485632,11.5917675562,36.9245099532,2
265.0099125477,11.4749852655,36.9714283383,2
265.7865693799,11.4253588194,37.1426058056,2
265.9563396344,11.2989668643,37.1445300081,2
266.6788803843,11.0912593422,37.1608616275,2
267.1805308606,11.0622656888,37.2219070816,2
267.2299098083,10.9073282755,37.5104991247,2
268.1545887794,10.8551285141,37.6196298551,2
268.5911039724,10.8111113041,37.6918229417,2
268.6423876839,10.8040078445,38.1145694649,2
268.6811484385,10.7886690888,38.1250809035,2
269.2299409207,10.6674160825,38.1797491778,2
269.4616532948,10.6537951188,38.2032384345,2
271.2102269485,10.5842135507,38.323714459,2
271.9691772415,10.5785761693,38.3680336591,2
273.0478728682,10.5376226134,38.4382227293,2
273.4992850209,10.4748479859,38.6177046836,2
274.0772431562,10.2627615296,38.6894344861,2
274.2289068304,10.220809426,38.6968563894,2
274.6249398178,10.1988879848,38.8563640047,2
274.8289242284,10.162939064,39.0177631904,2
275.0569291261,10.1482138737,39.0557515176,2
275.31497539,10.1271421732,39.5768991024,2
275.9024655669,10.0841297081,39.6753760316,2
276.5931828848,10.0714049474,39.7018692167,2
276.6278714857,10.0713580563,39.8009010158,2
276.7911727334,10.0294998819,39.8185464567,2
277.041779581,9.9429930007,39.9943384753,2
277.8830531233,9.8030884912,40.0768589074,2
278.0770940691,9.6951403268,40.2897510884,2
278.2617147101,9.5586700465,40.4538163497,2
278.9854665618,9.4502864497,40.5001312704,2
279.4433243702,8.9556559308,40.5623405874,2
279.5176481809,8.8967016977,40.6616983312,2
279.7227704159,8.6604368112,40.9330653574,2
280.0055697966,8.6197534794,40.9699373281,2
280.0124565046,8.5977565641,41.1427701039,2
280.5169711657,8.3816438979,41.2146506116,2
281.5740621222,8.1923615584,41.2614749462,2
282.3959832418,8.1898908688,41.2673238714,2
283.2799688393,8.1876671974,41.2767688789,2
284.2570763962,7.8696756045,41.2964305151,2
284.6202076721,7.8044048755,41.3428149874,2
284.651825821,7.7348444133,41.5247496691,2
286.3977112065,7.6961107672,41.5325136738,2
286.7325027622,7.4734943641,41.930471672,2
287.214096543,7.4304891068,41.9767023596,2
287.9378617961,7.3722838556,42.0195355513,2
288.4352005877,7.2510185394,42.1228853588,2
289.564396353,6.8329398,42.1470858575,2
289.6018661461,6.8199084007,42.1494272803,2
290.3600024518,6.8037646423,42.1956852842,2
290.4939035882,6.7958745562,42.3138613111,2
290.6752409892,6.5713975154,42.4959350206,2
291.1469984237,6.5232214877,42.6552441822,2
291.2064528855,6.3198718836,42.7450429971,2
292.0074724414,6.2627510839,42.7583642855,2
292.176305318,6.126189117,42.8490988471,2
294.9121979979,6.1142593214,42.9138009953,2
295.0313569927,5.933218332,43.1327287759,2
295.1571254793,5.9312651375,43.520392376,2
296.8280895589,5.9015118939,43.687625562,2
296.8421139247,5.8151974527,43.8077124377,2
296.8789336749,5.7576653974,43.8794462079,2
296.995934715,5.6711595352,43.9498384339,2
297.4847310174,5.6053981499,44.0213491636,2
298.1321188225,5.6011348939,44.0242485568,2
298.4924478447,5.5928776752,44.0874620274,2
298.6801412549,5.5746943556,44.5016662759,2
299.0082202763,5.5691351193,44.6453420908,2
299.6996605084,5.1285145427,44.7422742286,2
299.7053022746,5.0900829677,44.9036828171,2
299.9089692557,5.0339499471,44.9141441401,2
